,0,1,2,3,4,5,6,7,8,9,10,11,12,13
71,0,1977,79.7,43.2,6.1,6.9,275.3,339.3,341.1,345.5,467.1,263.6,153.3,67.1
72,0,1978,109.6,29.3,18.9,63.4,343.6,462.2,656.6,346.3,310.8,243.7,83.4,44.6
73,0,1979,35.5,9.4,3.9,64.8,146.3,282.8,455.9,173.6,330.2,163.5,169.8,13.6
74,0,1980,5.5,0.8,9.2,38.8,728.4,604.2,575.7,494.4,271.9,252.0,143.7,500.7
75,0,1981,11.1,27.8,1.7,94.1,270.8,600.6,344.1,510.7,452.6,242.1,348.4,170.7
76,0,1982,8.8,2.8,6.6,97.5,229.2,448.7,410.5,347.6,369.0,164.5,238.8,60.5
77,0,1983,22.1,0.0,3.1,9.1,240.8,424.3,468.9,493.8,505.5,275.8,261.0,88.1
78,0,1984,69.4,173.8,26.3,156.6,162.3,424.9,446.4,125.8,283.6,347.1,158.9,445.2
79,0,1985,12.0,19.2,24.1,55.0,278.1,588.4,230.9,375.2,362.5,358.9,232.1,94.4
80,0,1986,14.8,0.6,1.5,8.2,302.6,312.2,308.5,444.0,408.9,176.1,163.5,47.0
81,0,1987,72.4,35.2,20.4,17.7,162.9,343.7,45.3,666.5,378.9,373.4,313.4,334.1
82,0,1988,10.2,39.9,28.0,82.7,427.5,357.4,495.6,354.2,603.3,271.4,583.0,69.9
83,0,1989,56.0,12.8,68.1,42.6,379.3,414.9,380.1,413.2,215.9,291.8,255.0,4.0
84,0,1990,13.4,0.2,24.6,87.5,424.6,291.0,213.2,293.3,310.4,133.6,291.1,100.3
85,0,1991,14.1,3.8,28.0,132.9,191.3,165.7,547.2,486.5,489.9,287.6,130.1,58.5
86,0,1992,75.9,10.9,0.0,5.1,241.7,392.0,348.2,372.3,323.7,257.3,64.3,7.2
87,0,1993,14.9,0.0,129.9,43.7,181.4,257.1,391.7,226.7,437.0,299.3,189.0,66.7
88,0,1994,7.2,35.5,129.4,154.6,403.2,386.3,569.7,460.5,775.1,137.5,180.3,23.8
89,0,1995,51.8,12.5,12.1,21.1,314.8,450.4,501.4,555.8,426.4,294.7,452.9,21.6
90,0,1996,52.2,4.8,3.4,122.7,298.0,559.2,335.5,328.0,541.6,318.5,254.2,178.8
91,0,1997,9.5,0.0,0.2,15.6,281.1,199.5,918.5,430.6,440.2,128.7,292.8,38.4
92,0,1998,0.9,0.0,0.0,0.0,348.9,600.0,364.5,258.9,337.8,618.6,227.8,89.0
93,0,1999,46.8,44.6,14.2,270.6,257.4,295.0,408.5,329.2,325.3,437.5,124.9,145.7
94,0,2000,53.0,59.0,171.3,218.1,422.8,357.0,176.3,460.8,250.1,321.2,158.3,115.2
95,0,2001,89.0,15.7,143.3,30.1,705.3,370.7,341.3,469.0,334.4,267.6,222.6,91.8
96,0,2002,10.6,0.0,11.5,100.2,366.7,358.3,317.4,429.8,420.0,169.0,306.7,129.9
97,0,2003,44.3,7.9,149.2,19.4,296.3,159.9,494.9,379.4,371.9,310.4,74.1,48.0
98,0,2004,54.5,35.9,36.5,41.6,505.1,423.9,378.9,308.7,280.7,223.9,169.9,0.4
99,0,2005,0.0,0.0,20.3,51.1,305.3,452.4,429.3,311.1,507.5,293.5,300.1,283.9
100,0,2006,16.3,14.4,48.9,163.7,321.4,366.0,182.7,219.6,546.5,374.7,76.1,74.4
101,0,2007,4.9,1.6,5.0,54.6,370.0,378.3,463.2,465.3,486.4,209.4,223.9,85.6
102,0,2008,9.9,67.7,115.8,216.1,545.5,457.8,511.2,482.1,332.0,243.7,321.1,72.0
103,0,2009,24.5,6.3,44.2,136.5,313.1,633.5,297.3,351.5,344.7,272.8,66.2,48.0
104,0,2010,101.7,8.0,0.7,12.5,319.0,448.9,521.9,563.8,263.3,402.4,268.5,246.4
105,0,2011,265.9,84.8,272.8,111.4,326.5,383.2,583.2,441.5,757.1,212.3,150.8,238.5
106,0,2012,119.9,45.6,30.9,55.8,533.9,458.2,317.3,369.6,868.9,209.7,300.5,187.3
107,0,2013,67.1,37.6,43.0,46.3,509.3,777.0,564.8,336.7,473.6,455.8,354.2,92.3
108,0,2014,41.9,8.6,0.0,11.1,238.0,416.6,467.6,321.6,412.9,402.6,201.2,100.4
109,0,2015,126.8,7.6,3.1,138.2,331.9,346.4,328.9,480.0,523.3,252.1,236.3,129.9
110,0,2016,72.0,15.8,5.4,2.4,191.1,429.4,301.2,227.7,604.3,287.2,181.7,533.7
111,0,2017,228.7,5.6,33.0,108.3,275.8,349.1,389.4,414.7,372.8,263.0,205.9,243.7
112,2,1916,48.1,69.8,71.1,316.1,424.6,1124.9,351.5443062200478,629.7,333.9,103.5701985170605,43.037585807822076,22.433075971581754
113,2,1917,21.4,164.5,39.22457157659636,269.6,107.9,823.8,909.1,628.4,411.5,199.3,63.5,0.0
114,2,1918,10.4,11.0,191.2,144.6,861.1,1609.9,1303.0,692.6,515.8,125.2,7.8,13.7
115,2,1919,34.5,67.8,28.5,256.9,420.6,973.6,999.0,286.7,628.7,948.3,40.7,8.6
116,2,1920,14.0,196.3,605.6,364.7,173.6,840.6,535.4,896.5,376.7,103.3,0.0,0.0
117,2,1921,78.9,54.3,180.3,358.0,598.0,1233.2,1433.0,885.9,603.4,246.3,4.6,15.5
118,2,1922,50.7,59.4,170.4,299.5,350.5,1109.3,918.7,488.3,207.6,483.5,30.3,19.0
119,2,1923,9.4,160.8,34.0,240.9,445.4,408.6,1278.5,251.3,617.3,50.1,8.4,2.8
120,2,1924,85.7,45.1,74.1,162.4,515.7,1165.0,942.7,713.8,410.8,303.3,31.9,0.0
121,2,1925,80.6,114.0,143.3,223.0,587.2,611.6,611.0,684.7,1222.0,153.2,5.1,4.1
122,2,1926,38.1,40.8,179.1,249.7,248.1,675.2,978.7,445.6,286.9,311.5,18.6,49.3
123,2,1927,48.3,208.5,88.1,384.0,164.0,1045.4,923.2,727.8,1108.9,537.2,17.8,0.0
124,2,1928,48.9,39.7,118.2,123.4,431.9,1168.3,993.6,981.2,706.1,633.5,25.6,2.3
125,2,1929,144.8,59.2,124.3,492.3,615.8,853.0,614.4,670.0,384.3,188.0,64.5,109.5
126,2,1930,64.4,84.3,202.5,565.4,148.9,720.9,376.2,1055.5,637.0,361.1,93.2,24.9
127,2,1931,61.3,189.7,231.6,502.7,277.7,1149.4,1399.9,337.7,480.7,157.4,37.8,46.2
128,2,1932,70.2,110.3,105.5,282.7,661.6,1065.2,521.2,907.8,682.9,152.2,231.4,59.9
129,2,1933,56.0,59.4,101.6,267.9,435.3,782.1,743.2,685.2,376.1,217.9,40.6,8.1
130,2,1934,84.9,88.3,128.3,595.1,454.5,1024.6,935.9,640.9,382.6,141.6,77.0,21.9
131,2,1935,18.1,143.6,169.7,211.2,299.9,1147.1,489.9,968.8,631.6,21.8,44.4,27.4
132,2,1936,105.9,175.2,151.7,374.7,295.7,833.1,1132.8,668.4,584.3,216.5,122.8,127.6
133,2,1937,19.9,105.6,91.2,261.0,399.0,456.4,611.6,816.9,339.7,239.8,16.7,17.3
134,2,1938,144.8,121.6,340.5,395.3,306.5,1511.3,1355.1,790.8,877.3,220.6,59.7,5.6
135,2,1939,13.6,140.5,112.7,388.1,314.6,1132.5,838.5,310.2,476.4,157.6,6.2,7.7
136,2,1940,12.7,168.5,381.8,133.9,480.5,511.0,1067.9,340.5,791.4,154.6,12.4,44.3
137,2,1941,37.4,101.7,157.9,245.4,652.4,518.1,935.9,729.2,687.0,89.7,19.6,45.9
138,2,1942,15.8,164.9,277.8,272.4,618.9,1182.6,457.5,438.9,357.6,8.7,32.1,1.1
139,2,1943,164.5,46.3,286.3,322.6,656.6,712.3,688.1,501.0,727.7,155.4,43.0,22.8
140,2,1944,73.1,67.0,128.4,179.9,664.6,935.9,483.6,307.4,656.1,334.8,26.0,47.5
141,2,1945,43.4,107.8,151.3,282.9,366.0,420.2,960.0,771.3,328.6,187.7,1.3,28.7
142,2,1946,1.8,73.2,141.7,238.3,631.2,448.6,1212.2,478.7,540.4,215.9,25.4,3.8
143,2,1947,37.8,68.5,158.6,460.2,494.4,650.2,1245.0,417.9,503.8,297.3,9.5,25.9
144,2,1948,35.6,119.5,136.1,441.1,1168.6,889.5,2362.8,603.3,350.4,150.1,52.7,21.4
145,2,1949,80.1,88.1,287.4,436.9,567.2,943.9,1002.0,672.6,482.0,224.9,39.6,50.1
146,2,1950,38.6,92.8,205.8,425.2,274.2,252.57298191082955,377.6,241.8,285.8,356.0,49.5,43.9
147,2,1951,31.8,65.3,309.9,441.0,344.5,757.8,554.7,278.5,383.7,101.8,46.2,39.1
148,2,1952,17.2,24.5,189.6,151.5,235.1,276.8,320.6,481.1,368.2,257.9,43.9,29.7
149,2,1953,56.4,106.9,236.0,214.9,314.9,409.9,512.5,245.3,449.8,103.5701985170605,10.4,23.4
150,2,1957,23.289078056549823,28.324466475553272,39.22457157659636,246.9,448.9,608.1,1219.4,542.6,505.8,146.6,17.1,40.6
151,2,1958,98.4,67.5,32.9,138.5,698.6,511.2,457.7,1664.6,705.2,669.4,2.5,17.0
152,2,1959,83.2,137.9,104.5,146.4,671.8,812.9,1137.7,333.2,508.8,247.0,12.1,0.0
153,2,1960,8.0,26.8,53.2,137.1,210.7,653.9,1296.8,251.3,1034.8,13.0,13.4,10.4
154,2,1961,50.0,204.2,289.6,181.0,492.3,595.5,738.3,547.9,256.2,260.5,57.1,3.9
155,2,1962,37.2,87.1,45.1,250.3,601.9,1088.8,758.1,1405.9,222.4,255.6,43.037585807822076,22.433075971581754
156,2,1963,14.6,35.2,168.6,262.6,346.4,755.4,817.4,1199.3,366.4,136.4,20.0,15.7
157,2,1964,55.4,90.3,81.1,219.7,286.4,1432.8,1506.1,492.1,465.1,246.2,12.2,71.9
158,2,1965,37.4,120.7,103.7,254.4,306.9,404.7,315.8,351.3,172.9,51.5,72.6,4.9
159,2,1966,22.4,91.5,98.4,180.2,177.9,473.2,432.7,411.6,197.6,78.9,39.0,6.3
160,2,1967,13.3,45.5,147.9,96.6,164.0,253.1,434.5,220.8,212.8,58.5,10.0,11.5
161,2,1968,54.2,41.4,135.9,117.6,307.2,510.1,404.8,227.5,243.5,75.8,12.5,8.4
162,2,1969,19.2,10.0,33.8,127.0,202.3,412.3,405.1,333.9,241.4,42.9,34.8,15.1
163,2,1970,49.2,78.8,57.4,108.8,213.4,409.6,377.9,245.4,287.4,138.6,6.9,0.0
164,2,1971,56.0,67.8,47.1,121.8,222.4,446.0,385.5,288.2,239.6,235.1,67.8,7.3
165,2,1972,39.2,114.2,108.3,231.5,299.5,314.4,438.3,270.7,334.5,83.3,25.9,21.5
166,2,1973,136.4,147.1,82.3,215.3,256.5,571.1,284.8,271.3,258.3,110.2,88.9,35.4
167,2,1974,130.9,95.4,127.8,272.6,248.3,466.7,648.9,446.8,461.2,121.1,14.0,30.3
168,2,1975,17.3,76.9,101.7,165.1,188.0,268.5,427.0,185.2,297.0,451.6,21.5,13.6
169,2,1976,8.9,112.9,168.0,229.3,210.7,506.3,375.4,357.4,177.5,139.7,87.9,45.6
170,2,1977,71.2,133.5,209.3,560.2,417.8,543.5,484.7,610.1,311.9,213.5,141.0,77.7
171,2,1978,37.1,82.2,150.6,216.4,345.6,577.2,357.5,172.4,310.4,133.0,146.1,2.5
172,2,1979,47.4,81.6,138.2,158.8,210.3,239.4,665.4,296.9,417.5,409.6,27.4,81.2
173,2,1980,65.6,130.4,251.4,372.0,245.5,530.9,514.1,544.7,367.4,185.4,7.8,0.2
174,2,1981,93.1,136.1,255.2,197.4,285.0,494.9,549.3,360.6,262.6,71.8,29.3,55.5
175,2,1982,6.4,100.4,151.2,335.3,241.4,429.8,593.0,197.0,526.6,82.3,53.8,62.2
176,2,1983,65.4,171.1,217.6,351.2,301.9,551.0,563.2,389.9,476.4,191.7,14.9,40.8
177,2,1984,98.1,42.8,166.9,389.3,448.7,417.3,671.0,309.2,455.5,184.1,5.7,89.5
178,2,1985,54.1,81.0,255.6,347.1,345.5,506.0,657.8,326.3,502.2,116.6,25.4,48.8
179,2,1986,19.3,90.1,122.8,335.3,101.8,402.5,453.7,355.3,387.6,176.6,36.6,14.0
180,2,1987,3.7,72.5,147.7,352.0,230.8,501.5,754.9,558.8,646.6,101.1,24.1,39.6
181,2,1988,50.9,118.3,250.7,278.9,535.9,287.0,868.1,815.6,486.3,416.4,34.2,13.1
182,2,1989,52.6,171.9,92.9,388.7,239.7,484.2,640.7,305.3,526.5,281.7,77.9,19.6
183,2,1990,54.8,112.4,149.0,289.9,366.2,857.2,534.0,352.8,625.5,240.6,2.0,19.7
184,2,1991,24.9,86.0,110.7,193.3,423.7,608.3,607.7,603.4,484.5,189.0,22.2,80.8
185,2,1992,33.2,128.9,184.6,196.4,239.2,522.9,557.2,294.3,328.2,201.5,11.5,8.9
186,2,1993,95.7,125.4,134.4,130.6,408.3,569.5,619.2,691.9,323.1,228.6,14.7,7.5
187,2,1994,48.2,72.6,215.3,232.1,382.9,416.1,233.0,280.2,225.0,161.6,14.1,6.2
188,2,1995,20.6,79.9,84.3,198.8,363.9,686.9,714.5,328.8,425.1,82.4,51.0,32.6
189,2,1996,35.7,56.2,163.6,171.4,398.2,316.2,593.0,372.1,191.2,212.5,9.1,1.4
190,2,1997,26.2,68.5,158.5,94.7,212.6,548.0,395.2,237.0,403.5,58.5,45.9,26.3
191,2,1998,26.7,78.8,193.6,125.0,275.0,839.8,823.8,807.0,236.8,187.2,20.5,2.5
192,2,1999,7.9,6.1,40.4,159.6,343.2,450.0,376.9,438.1,254.0,207.9,28.3,4.3
193,2,2000,54.1,47.1,139.9,293.8,267.2,459.8,395.4,387.4,407.4,81.3,53.9,9.6
194,2,2001,53.1,66.6,134.9,229.9,195.6,277.2,302.6,279.9,288.1,173.8,19.3,14.9
195,2,2002,74.2,37.2,126.3,248.2,197.1,396.8,604.0,290.7,257.9,94.0,45.0,17.9
196,2,2003,22.9,83.2,109.6,182.0,173.5,424.3,645.3,327.2,259.9,182.6,25.0,16.2
197,2,2004,38.0,39.1,175.5,210.2,298.7,402.9,654.3,243.0,278.5,184.8,5.6,15.2
198,2,2005,48.4,167.6,229.5,195.3,179.8,269.3,430.8,400.0,243.6,139.3,28.6,3.3
199,2,2006,6.0,103.7,63.3,202.7,321.7,520.4,382.2,227.6,263.2,77.2,69.7,21.7
200,2,2007,13.4,97.4,48.1,292.4,250.4,530.2,761.0,364.6,529.3,102.6,24.3,6.9
201,2,2008,76.7,39.7,122.6,192.4,185.0,423.6,456.1,439.3,189.7,115.1,1.7,2.6
202,2,2009,18.0,92.8,72.1,132.7,189.9,259.1,329.9,370.3,152.5,82.9,33.9,15.9
203,2,2010,0.6,13.2,237.8,466.9,312.7,509.9,378.0,321.5,444.2,97.7,58.9,14.2
204,2,2011,40.0,51.3,174.5,240.8,219.6,288.4,531.4,277.6,286.7,51.9,16.2,15.2
205,2,2012,57.8,35.8,134.2,403.4,187.4,645.8,638.9,316.0,724.9,248.1,22.0,26.2
206,2,2013,18.5,40.5,115.1,175.1,335.8,290.0,329.6,230.2,316.1,164.1,13.3,14.6
207,2,2014,19.0,101.9,80.3,86.7,299.0,415.8,392.4,599.6,343.0,35.1,20.1,10.2
208,2,2015,30.8,47.5,97.5,287.1,238.9,637.9,329.3,595.5,374.2,65.2,33.8,29.8
209,2,2016,29.4,73.2,128.4,333.1,278.9,379.4,620.1,145.7,532.9,172.7,8.4,4.6
210,2,2017,8.2,86.2,221.8,348.2,257.1,370.8,437.8,456.4,318.6,227.1,9.9,3.4
211,4,1901,27.1,19.5,30.6,223.0,207.0,524.9,430.6,464.1,291.4,163.7,115.6,1.2
212,3,1902,9.3,10.2,105.6,350.0,262.1,620.7,510.8,536.0,441.3,97.0,7.8,1.3
213,4,1903,19.9,25.4,103.6,140.6,206.6,607.4,362.7,551.9,306.4,159.5,59.3,1.3
214,3,1904,11.1,56.1,51.9,457.1,375.2,385.7,477.6,438.8,245.9,115.9,46.4,2.5
215,4,1905,19.9,16.9,137.9,213.0,275.5,521.7,439.1,649.1,276.0,200.0,16.8,24.8
216,3,1906,9.7,59.2,88.4,263.5,271.3,388.4,541.8,585.9,264.2,165.7,24.9,0.2
217,4,1907,55.8,37.2,109.7,254.8,213.7,509.8,578.9,304.2,401.0,37.6,4.8,13.8
218,3,1908,16.2,25.1,20.7,176.6,332.7,390.8,477.2,339.4,403.4,91.9,3.8,0.0
219,4,1909,19.0,8.9,4.4,195.0,310.4,639.4,345.0,445.2,216.4,162.4,24.6,6.3
220,3,1910,9.2,32.1,152.8,211.5,274.6,582.5,738.3,418.3,247.8,199.7,16.2,4.3
221,4,1911,74.2,19.0,93.0,234.0,431.7,534.0,618.6,417.1,387.8,257.4,26.3,3.0
222,3,1912,9.0,57.8,126.1,301.0,250.2,482.7,567.0,453.4,236.8,181.5,68.4,9.5
223,4,1913,11.9,90.2,118.4,334.2,392.3,458.6,438.0,354.0,279.2,227.7,10.4,45.6
224,3,1914,6.3,79.1,69.9,219.6,317.9,403.9,396.4,472.9,292.3,67.6,10.6,7.4
225,4,1915,9.3,58.9,74.4,201.9,662.9,509.1,738.2,529.1,258.8,108.2,10.0,4.4
226,3,1916,20.0,28.0,118.4,227.9,340.6,367.3,475.3,430.7,308.8,244.9,32.8,6.3
227,4,1917,12.8,91.6,38.7,168.8,206.2,584.7,472.8,346.3,313.7,236.6,46.4,1.4
228,3,1918,4.6,16.1,125.5,152.2,287.4,659.4,805.0,604.8,373.2,70.7,6.8,1.1
229,4,1919,13.1,12.4,22.6,162.1,266.9,485.5,459.0,249.1,441.6,185.7,42.5,3.6
230,3,1920,4.8,51.0,228.1,184.8,282.7,523.8,309.8,521.5,382.6,129.5,3.3,1.8
231,4,1921,35.1,20.3,134.1,324.6,414.8,604.9,542.2,429.4,333.2,142.1,8.5,10.3
232,3,1922,16.6,4.9,77.8,168.7,233.1,548.9,418.4,379.4,265.6,129.9,9.3,9.4
233,4,1923,0.4,59.6,17.1,258.1,397.8,588.6,375.4,267.2,360.9,98.2,11.2,5.9
234,3,1924,10.6,22.7,20.0,221.9,299.4,473.9,609.0,434.0,346.0,127.0,126.9,0.2
235,4,1925,26.4,21.5,53.8,278.3,602.2,330.8,411.1,400.7,322.3,89.5,13.7,0.2
236,3,1926,23.4,23.2,156.9,140.8,253.9,559.3,576.5,354.7,189.2,193.7,6.4,33.6
237,4,1927,33.8,60.5,66.0,265.2,238.4,573.9,447.7,366.4,549.8,161.2,29.8,0.2
238,3,1928,8.3,21.1,61.0,138.9,446.5,420.6,428.1,448.2,343.5,294.8,21.6,1.5
239,4,1929,83.9,3.8,84.1,321.7,570.2,643.4,385.0,333.2,292.8,196.0,17.6,22.1
240,3,1930,18.0,41.0,99.8,199.4,209.8,686.9,287.8,438.5,299.1,149.9,114.4,6.2
241,4,1931,7.6,29.2,47.6,294.7,374.0,605.6,654.6,282.0,330.2,136.7,21.6,16.3
242,3,1932,14.9,36.7,59.1,163.2,488.6,628.5,454.6,467.3,355.8,108.4,90.9,20.6
243,4,1933,10.3,29.0,16.7,214.4,286.7,477.2,427.1,501.7,243.1,122.1,8.1,2.7
244,3,1934,18.5,68.2,27.1,301.2,444.6,754.5,553.2,361.8,246.8,232.8,59.8,6.3
245,4,1935,3.4,53.2,66.5,122.1,381.5,696.9,395.2,573.9,335.0,28.1,19.8,2.9
246,3,1936,13.6,58.7,75.7,217.8,422.8,456.1,559.9,356.4,283.5,179.6,24.0,23.2
247,4,1937,2.2,51.1,19.3,97.4,406.6,422.5,409.2,480.5,278.1,139.3,13.5,4.9
248,3,1938,27.2,16.2,138.0,202.0,247.3,581.0,510.6,435.2,431.4,141.8,55.2,0.6
249,4,1939,1.5,33.6,11.2,178.3,349.6,533.7,484.9,224.9,389.0,190.1,2.8,1.9
